cell_user_info,returnues_id,time_stamp
"{'cell_user_info': {'ecgi': {'cell_id': '11', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '12', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '13', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '14', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '15', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '16', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '17', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '18', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '19', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '20', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '21', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '22', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '23', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '24', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '25', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '26', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '27', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '28', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '29', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '30', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '31', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '32', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '33', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '34', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '35', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '36', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '37', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '38', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '39', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '40', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '41', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '42', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '43', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '44', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '45', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '46', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '47', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '48', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '49', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '50', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '51', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '52', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '53', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '54', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '55', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
"{'cell_user_info': {'ecgi': {'cell_id': '56', 'plmn': {'mcc': 'mcc', 'mnc': 'mnc'}}, 'ue_info': {'associate_id': {'type': '1', 'value': 'constante'}, 'erab_info': {'erab_id': 14, 'erab_qos_parameters': {'qci': 1, 'qos_information': {'erab_gbr_dl': 1, 'erab_gbr_ul': 1, 'erab_mbr_dl': 1, 'erab_mbr_ul': 1}}}}}}",{'request_id': '1'},"{'time_stamp': {'nano_seconds': 12, 'seconds': 13}}"
